id,repeat,fold,model_name,ichorcna_strat,feat,.metric,.estimate
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,1,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,1,lr,"[0, 0.03]",TF,test_sen_95spe,0.08333333333333333
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,1,lr,"[0, 0.03]",TF,test_acc_95spe,0.475
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,1,lr,"[0, 0.03]",TF,test_f1_95spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_auroc,0.6408184068734527
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_auprc,0.7214069112466218
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_acc,0.5755813953488372
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_ppv,0.7045454545454546
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_sensitivity,0.5688073394495413
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_specificity,0.5873015873015873
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_f1,0.6294416243654822
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_sen_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_acc_99spe,0.495
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_f1_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_sen_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_acc_98spe,0.49
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_sen_95spe,0.03669724770642202
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_acc_95spe,0.475
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,2,lr,"[0, 0.03]",TF,test_f1_95spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_auroc,0.609447337962963
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_auprc,0.708687191960023
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_acc,0.5523255813953488
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_ppv,0.6823529411764706
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_sensitivity,0.5370370370370371
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_specificity,0.578125
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_f1,0.6010362694300518
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_sen_99spe,0.06481481481481481
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_acc_99spe,0.495
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_f1_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_sen_98spe,0.06481481481481481
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_acc_98spe,0.49
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_sen_95spe,0.07407407407407407
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_acc_95spe,0.497193287037037
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,3,lr,"[0, 0.03]",TF,test_f1_95spe,0.13559322033898305
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_auroc,0.62372393961179
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_auprc,0.6933809267342437
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_acc,0.5930232558139535
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_ppv,0.7078651685393258
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_sensitivity,0.5887850467289719
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_specificity,0.6
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_f1,0.6428571428571429
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_sen_99spe,0.02803738317757009
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_acc_99spe,0.495
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_f1_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_sen_98spe,0.02803738317757009
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_acc_98spe,0.49
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_sen_95spe,0.09345794392523364
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_acc_95spe,0.5071135873472321
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,4,lr,"[0, 0.03]",TF,test_f1_95spe,0.16806722689075632
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_auroc,0.5434106334841629
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_auprc,0.6121868255510386
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_acc,0.5930232558139535
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_ppv,0.67
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_sensitivity,0.6442307692307693
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_specificity,0.5147058823529411
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_f1,0.6568627450980392
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_sen_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_acc_99spe,0.495
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_f1_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_sen_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_acc_98spe,0.49
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_sen_95spe,0.02884615384615384
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_acc_95spe,0.475
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,1,5,lr,"[0, 0.03]",TF,test_f1_95spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_auroc,0.5716750539180446
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_auprc,0.6698668168312776
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_acc,0.5348837209302325
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_ppv,0.6551724137931034
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_sensitivity,0.5327102803738317
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_specificity,0.5384615384615384
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_f1,0.5876288659793815
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_sen_99spe,0.04672897196261682
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_acc_99spe,0.495
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_f1_99spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_sen_98spe,0.04672897196261682
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_acc_98spe,0.49
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_f1_98spe,0
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_sen_95spe,0.05607476635514018
/scratchc/nrlab/wang04/ulyses_results_iteration/iteration_3_merge_below_3/lr_model/lr10/0-0.03_pairwise/lr_input.feat.cnv.tf.0-0.03_pairwise_roc_curve_csv/repeat_10_fold_5_metrics.csv,2,1,lr,"[0, 0.03]",TF,test_acc_95spe,0.48842199856218543
