"Read1","Read2","UmiRead","SampleName","ReadGroup","Library","SourceMaterial","PlatformUnit","SequencingPlatform","PlatformModel","SequencingCentre","SequencingDate","SLXId","Barcode","Flowcell","Lane","EndType","ReadLength","Index Type"
"PGDX10570P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10570P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10570P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL011-DL549","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10571P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10571P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10571P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL012-DL550","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10572P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10572P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10572P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL013-DL551","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10573P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10573P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10573P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL014-DL552","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10574P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10574P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10574P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL015-DL553","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10575P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10575P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10575P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL016-DL554","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10576P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10576P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10576P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL017-DL555","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10577P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10577P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10577P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL018-DL556","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10578P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10578P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10578P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL019-DL557","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10579P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10579P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10579P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL020-DL558","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10580P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10580P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10580P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL021-DL559","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10624P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10624P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10624P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL022-DL560","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10624P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10624P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10624P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL023-DL561","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10624P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10624P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10624P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL024-DL562","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10624P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10624P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10624P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL025-DL563","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10625P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10625P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10625P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL026-DL564","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10625P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10625P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10625P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL027-DL565","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10625P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10625P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10625P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL028-DL566","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10625P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10625P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10625P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL029-DL567","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10626P5_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10626P5_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10626P5",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL030-DL568","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10626P6_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10626P6_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10626P6",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL031-DL569","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10626P7_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10626P7_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10626P7",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL032-DL570","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX10626P8_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX10626P8_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX10626P8",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL033-DL571","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13669P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13669P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13669P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL034-DL572","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13674P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13674P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13674P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL035-DL573","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13676P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13676P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13676P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL036-DL574","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13678P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13678P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13678P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL037-DL575","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13680P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13680P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13680P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL038-DL576","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13681P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13681P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13681P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL039-DL577","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13686P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13686P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13686P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL040-DL578","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13687P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13687P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13687P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL041-DL579","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13689P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13689P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13689P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL042-DL580","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13762P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13762P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13762P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL043-DL581","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13764P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13764P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13764P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL044-DL582","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13765P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13765P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13765P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL045-DL583","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13770P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13770P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13770P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL046-DL584","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13775P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13775P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13775P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL047-DL585","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13784P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13784P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13784P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL048-DL586","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX13787P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX13787P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX13787P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL049-DL587","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX14551P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX14551P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX14551P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL050-DL588","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15146P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15146P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15146P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL051-DL589","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15158P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15158P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15158P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL052-DL590","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15160P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15160P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15160P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL053-DL591","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15162P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15162P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15162P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL054-DL592","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15164P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15164P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15164P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL055-DL593","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX15168P1_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX15168P1_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX15168P1",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL056-DL594","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16568P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16568P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16568P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL057-DL595","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16569P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16569P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16569P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL058-DL596","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16570P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16570P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16570P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL059-DL597","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16571P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16571P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16571P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL060-DL598","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16579P_WGS_X1.sorted_processed.namesort.r1.fastq.gz","PGDX16579P_WGS_X1.sorted_processed.namesort.r2.fastq.gz",,"PGDX16579P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL061-DL599","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16580P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16580P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16580P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL062-DL600","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16581P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16581P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16581P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL063-DL601","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16582P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16582P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16582P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL064-DL602","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16583P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16583P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16583P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL065-DL603","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16583P_WGS_X1.sorted_processed.namesort.r1.fastq.gz","PGDX16583P_WGS_X1.sorted_processed.namesort.r2.fastq.gz",,"PGDX16583P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL066-DL604","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16584P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16584P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16584P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL067-DL605","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16585P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16585P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16585P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL068-DL606","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16586P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16586P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16586P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL069-DL607","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16587P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16587P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16587P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL070-DL608","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16588P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16588P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16588P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL071-DL609","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16591P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16591P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16591P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL072-DL610","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16592P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16592P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16592P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL073-DL611","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16593P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16593P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16593P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL074-DL612","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16594P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16594P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16594P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL075-DL613","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16597P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16597P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16597P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL076-DL614","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16598P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16598P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16598P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL077-DL615","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16600P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16600P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16600P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL078-DL616","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16601P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16601P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16601P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL079-DL617","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16602P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16602P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16602P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL080-DL618","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16603P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16603P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16603P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL081-DL619","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16604P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16604P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16604P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL082-DL620","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
"PGDX16605P_WGS.sorted_processed.namesort.r1.fastq.gz","PGDX16605P_WGS.sorted_processed.namesort.r2.fastq.gz",,"PGDX16605P",,,,,"ILLUMINA","HiSeq_2000_2500","External","2023-01-01","DL-00001","DL083-DL621","H5WNTBBXX",8,"Paired End",100,"NEBNext DNA Library Prep Kit"
